id,title,fiscal_year,status,priority,themes,regions,is_active,file_path
IVLP-FY2023-031,Enhancing Regional Maritime Governance and Cooperation in the Quad,FY2023,archived,1,"Climate, Security, Health","Indo-Pacific, Europe, Americas, Middle East, Asia",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2023-20251122T232359Z-1-001\Proposals Sent FY2023\Enhancing Regional Maritime Governance and Cooperation in the Quad.docx
IVLP-FY2023-032,Project Data  -  Renewable Energy as an Economic Driver July,FY2023,archived,1,"Climate, Security, Economy",Global,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2023-20251122T232359Z-1-001\Proposals Sent FY2023\Project Data - Renewable Energy as an Economic Driver July.docx
IVLP-FY2023-033,Project Data MPAs Argentina  -  EVFA - 2023 - 0011,FY2023,archived,1,"Climate, Security, Education",Americas,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2023-20251122T232359Z-1-001\Proposals Sent FY2023\Project Data MPAs Argentina - EVFA-2023-0011.docx
IVLP-FY2023-034,Smart Policy MRP  -  Project Data  -  EVM - 2023 - 0011,FY2023,archived,1,"Security, Economy, Democracy",Global,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2023-20251122T232359Z-1-001\Proposals Sent FY2023\Smart Policy MRP - Project Data - EVM-2023-0011.docx
IVLP-FY2023-035,Transatlantic Pride  -  UK  -  Project Data  -  EVRE - 2023 - 0070,FY2023,archived,1,"Health, Economy, Human Rights","Indo-Pacific, Europe, Asia",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2023-20251122T232359Z-1-001\Proposals Sent FY2023\Transatlantic Pride - UK - Project Data - EVRE-2023-0070.docx
IVLP-FY2023-036,U.S. Foreign Policy – Global Challenges I RP SDDC Proposal,FY2023,archived,1,"Climate, Security, Economy","Europe, Africa, Americas, Middle East, Asia",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2023-20251122T232359Z-1-001\Proposals Sent FY2023\U.S. Foreign Policy – Global Challenges I RP SDDC Proposal.docx
IVLP-FY2023-037,Wildlife Conservation  -  Project Data  -  EVRA - 2023 - 0018,FY2023,archived,1,"Climate, Economy, Human Rights",Africa,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2023-20251122T232359Z-1-001\Proposals Sent FY2023\Wildlife Conservation - Project Data - EVRA-2023-0018.docx
IVLP-FY2023-038,Youth & Civic Engagement  -  Project Data  -  EVM - 2023 - 0058,FY2023,archived,1,"Security, Economy, Education",Global,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2023-20251122T232359Z-1-001\Proposals Sent FY2023\Youth & Civic Engagement - Project Data - EVM-2023-0058.docx
IVLP-FY2024-039,"10  -  Current U.S. Social, Political, and Economic Issues for Young European Leaders I   -  Proposal  (1)",FY2024,archived,2,"Climate, Health, Economy","Europe, Africa, Americas",False,"C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\10 - Current U.S. Social, Political, and Economic Issues for Young European Leaders I  - Proposal  (1).docx"
IVLP-FY2024-040,11  -  Countering Violent Extremism Proposal,FY2024,archived,2,"Security, Health, Economy",Americas,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\11 - Countering Violent Extremism Proposal.docx
IVLP-FY2024-041,12  -  Proposal  Social Entrepreneurship in the United States (1),FY2024,archived,2,"Climate, Health, Economy","Europe, Americas",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\12 - Proposal_ Social Entrepreneurship in the United States (1).docx
IVLP-FY2024-042,12  -  The U.S. Electoral Process,FY2024,archived,2,"Climate, Health, Economy","Indo-Pacific, Americas",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\12 - The U.S. Electoral Process.docx
IVLP-FY2024-043,12  -  The U.S. Electoral Process for the Indo - Pacific and SCA,FY2024,archived,2,"Climate, Health, Economy","Indo-Pacific, Americas",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\12 - The U.S. Electoral Process for the Indo-Pacific and SCA.docx
IVLP-FY2024-044,13  -  Youth and Civic Engagement,FY2024,archived,2,"Climate, Health, Economy","Europe, Americas",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\13 - Youth and Civic Engagement.docx
IVLP-FY2024-045,14  -  Human and Civil Rights for Marginalized Communities,FY2024,archived,2,"Health, Economy, Human Rights","Indo-Pacific, Europe, Africa, Americas, Asia",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\14 - Human and Civil Rights for Marginalized Communities.docx
IVLP-FY2024-046,15  -  Education in the Digital Age,FY2024,archived,2,"Health, Economy, Education",Indo-Pacific,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\15 - Education in the Digital Age.docx
IVLP-FY2024-047,16  -  Supporting Integration and Human Rights of Displaced Persons,FY2024,archived,2,"Security, Health, Economy","Africa, Americas, Middle East",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\16 - Supporting Integration and Human Rights of Displaced Persons.docx
IVLP-FY2024-048,17  -  U.S. - European Security Challenges,FY2024,archived,2,"Climate, Security, Health","Indo-Pacific, Europe, Americas, Middle East, Asia",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\17 - U.S.-European Security Challenges.docx
IVLP-FY2024-049,18  -  Transparency and Accountability in Government,FY2024,archived,2,"Climate, Health, Economy",Americas,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\18 - Transparency and Accountability in Government.docx
IVLP-FY2024-050,19  -  The Problem We All Live With,FY2024,archived,2,"Climate, Health, Economy","Africa, Americas, Middle East",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\19 - The Problem We All Live With.docx
IVLP-FY2024-051,2  -  Regional Lithium Cooperation,FY2024,archived,2,"Climate, Security, Health",Americas,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\2 - Regional Lithium Cooperation.docx
IVLP-FY2024-052,20  -  Ending Gender Based Violence,FY2024,archived,2,"Climate, Health, Economy",Americas,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\20 - Ending Gender Based Violence.docx
IVLP-FY2024-053,3 -  College Admissions and U.S. Higher Education Proposal,FY2024,archived,2,"Health, Economy, Human Rights",Global,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\3- College Admissions and U.S. Higher Education Proposal.docx
IVLP-FY2024-054,3 -  NGO Management Proposal,FY2024,archived,2,"Climate, Health, Economy",Americas,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\3- NGO Management Proposal.docx
IVLP-FY2024-055,4 -  Proposal Sustainable Cities,FY2024,archived,2,"Climate, Health, Economy","Indo-Pacific, Americas, Asia",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\4- Proposal Sustainable Cities.docx
IVLP-FY2024-056,5 -  IVLP Proposal Towards a More Safe and Secure World – Cooperative Efforts in Combating Transnational Crime,FY2024,archived,2,"Security, Economy, Human Rights",Americas,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\5- IVLP Proposal Towards a More Safe and Secure World – Cooperative Efforts in Combating Transnational Crime.docx
IVLP-FY2024-057,9  -  Enhancing Regional Maritime Governance and Cooperation in the Quad,FY2024,archived,2,"Climate, Security, Health","Indo-Pacific, Europe, Americas, Middle East, Asia",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\9 - Enhancing Regional Maritime Governance and Cooperation in the Quad.docx
IVLP-FY2024-058,Building Resilient and Diverse Supply Chains,FY2024,archived,2,"Climate, Security, Economy",Americas,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Building Resilient and Diverse Supply Chains.docx
IVLP-FY2024-059,Fentanyl and Other Global Public Health Challenges,FY2024,archived,2,"Security, Health, Education",Global,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Fentanyl and Other Global Public Health Challenges.docx
IVLP-FY2024-060,Fostering Innovation in Media Studies,FY2024,archived,2,"Economy, Education, Democracy",Global,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Fostering Innovation in Media Studies.docx
IVLP-FY2024-061,Human and Civil Rights Advocacy and Awareness,FY2024,archived,2,"Health, Economy, Human Rights","Indo-Pacific, Africa, Americas",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Human and Civil Rights Advocacy and Awareness.docx
IVLP-FY2024-062,Human and Civil Rights Advocacy and Awareness (1),FY2024,archived,2,"Health, Economy, Human Rights","Indo-Pacific, Africa, Americas",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Human and Civil Rights Advocacy and Awareness (1).docx
IVLP-FY2024-063,IVLP proposal for Environmental engagement,FY2024,archived,2,"Climate, Security, Health","Indo-Pacific, Americas, Middle East, Asia, Central Asia",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\IVLP proposal for Environmental engagement.docx
IVLP-FY2024-064,Promoting Social Change Through the Arts 2024 (1),FY2024,archived,2,"Climate, Health, Human Rights",Global,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Promoting Social Change Through the Arts_2024 (1).docx
IVLP-FY2024-065,Promoting Social Change through the Arts,FY2024,archived,2,"Climate, Economy, Human Rights",Americas,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Promoting Social Change through the Arts.docx
IVLP-FY2024-066,Promoting Waste Management and Tackling Marine Debris for the Indo - Pacific,FY2024,archived,2,"Climate, Security, Health","Indo-Pacific, Americas",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Promoting Waste Management and Tackling Marine Debris for the Indo-Pacific.docx
IVLP-FY2024-067,Proposal  Engaging Youth in the Political Process,FY2024,archived,2,"Climate, Security, Health",Americas,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Proposal_ Engaging Youth in the Political Process.docx
IVLP-FY2024-068,Proposal  Entrepreneurship and Small Business Development,FY2024,archived,2,"Climate, Health, Economy","Europe, Americas",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Proposal_ Entrepreneurship and Small Business Development.docx
IVLP-FY2024-069,Proposal BRAZIL -  Policing and Leadership in Multifaceted and Multicultural Communities,FY2024,archived,2,"Health, Economy, Human Rights","Americas, Asia",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Proposal BRAZIL- Policing and Leadership in Multifaceted and Multicultural Communities.docx
IVLP-FY2024-070,Proposal Edward R. Murrow Program for Journalists,FY2024,archived,2,"Climate, Security, Health",Africa,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Proposal Edward R. Murrow Program for Journalists.docx
IVLP-FY2024-071,Proposal Social Entrepreneurship and Strategic Innovation,FY2024,archived,2,"Climate, Health, Economy","Europe, Middle East",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Proposal Social Entrepreneurship and Strategic Innovation.docx
IVLP-FY2024-072,"SDDC Proposal  -  Conservation, Biodiversity Protection, and National Park Management",FY2024,archived,2,"Climate, Security, Health",Americas,False,"C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\SDDC Proposal - Conservation, Biodiversity Protection, and National Park Management.docx"
IVLP-FY2024-073,Wastewater Reuse and Water Conservation,FY2024,archived,2,"Climate, Technology, Maritime","Indo-Pacific, Americas",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Wastewater Reuse and Water Conservation.docx
IVLP-FY2024-074,Youth and Civic Engagement,FY2024,archived,2,"Climate, Health, Economy","Europe, Africa, Americas",False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Youth and Civic Engagement.docx
IVLP-FY2024-075,Youth and Civic Engagement 2025,FY2024,archived,2,"Climate, Health, Economy",Americas,False,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY 2024-20251122T231858Z-1-001\Proposals Sent FY 2024\Youth and Civic Engagement 2025.docx
IVLP-FY2025-076,Collaboration and Cooperation on Refugee and Migration Issues within the United States,FY2025,current,3,"Security, Health, Economy","Africa, Americas",True,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2025-20251122T232159Z-1-001\Proposals Sent FY2025\Collaboration and Cooperation on Refugee and Migration Issues within the United States.docx
IVLP-FY2025-077,Fentanyl and Protecting Public Health,FY2025,current,3,"Security, Health, Economy",Americas,True,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2025-20251122T232159Z-1-001\Proposals Sent FY2025\Fentanyl and Protecting Public Health.docx
IVLP-FY2025-078,Human and Civil Rights for Marginalized Communities,FY2025,current,3,"Security, Health, Economy","Africa, Americas, Asia",True,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2025-20251122T232159Z-1-001\Proposals Sent FY2025\Human and Civil Rights for Marginalized Communities.docx
IVLP-FY2025-079,IVLP  Digital Innovation in Climate Resilience Proposal,FY2025,current,3,"Climate, Health, Economy",Americas,True,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2025-20251122T232159Z-1-001\Proposals Sent FY2025\IVLP_ Digital Innovation in Climate Resilience Proposal.docx
IVLP-FY2025-080,IVLP  Global Public Health Challenges Proposal (1),FY2025,current,3,"Climate, Security, Health","Africa, Americas",True,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2025-20251122T232159Z-1-001\Proposals Sent FY2025\IVLP_ Global Public Health Challenges Proposal (1).docx
IVLP-FY2025-081,IVLP  Healthcare Equity in Communities Proposal,FY2025,current,3,"Climate, Health, Economy","Africa, Americas",True,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2025-20251122T232159Z-1-001\Proposals Sent FY2025\IVLP_ Healthcare Equity in Communities Proposal.docx
IVLP-FY2025-082,IVLP  NGO Sustainability Proposal,FY2025,current,3,"Climate, Health, Economy",Americas,True,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2025-20251122T232159Z-1-001\Proposals Sent FY2025\IVLP_ NGO Sustainability Proposal.docx
IVLP-FY2025-083,IVLP  Renewable Energy and Energy Security Proposal,FY2025,current,3,"Climate, Security, Health","Indo-Pacific, Americas",True,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2025-20251122T232159Z-1-001\Proposals Sent FY2025\IVLP_ Renewable Energy and Energy Security Proposal.docx
IVLP-FY2025-084,IVLP  U.S. Foreign Policy  -  Global Challenges Proposal (1),FY2025,current,3,"Climate, Security, Health","Indo-Pacific, Africa, Americas, Middle East, Asia",True,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2025-20251122T232159Z-1-001\Proposals Sent FY2025\IVLP_ U.S. Foreign Policy - Global Challenges Proposal (1).docx
IVLP-FY2025-085,IVLP  Women Workers’ Voices  (1),FY2025,current,3,"Health, Economy, Human Rights",Europe,True,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2025-20251122T232159Z-1-001\Proposals Sent FY2025\IVLP_ Women Workers’ Voices  (1).docx
IVLP-FY2025-086,IVLP Proposal  -  Accelerating Shipping & Supply Chains in the Pacific,FY2025,current,3,"Climate, Health, Economy","Indo-Pacific, Americas, Asia",True,C:\Users\yoanb\Desktop\MVPSandiegodiplo\Ressource\Proposals Sent FY2025-20251122T232159Z-1-001\Proposals Sent FY2025\IVLP Proposal - Accelerating Shipping & Supply Chains in the Pacific.docx
